181976	-400	6796	-8070.43
181979	-378	-8096	-8075.55
181983	-522	-6480	-7837.55
181986	-441	-14292	-8807.22
181990	-86	-9340	-8887.36
181994	-251	-14208	-9686.30
181997	-414	-11364	-9939.37
182001	-199	6480	-7476.97
182005	-286	-10596	-7945.80
182008	-706	-4036	-7361.73
182012	-554	-12304	-8104.48
182016	-230	-12772	-8805.59
182020	-309	-14012	-9587.60
182024	-300	-11396	-9859.62
182027	25	7220	-7297.60
182031	-277	-11248	-7890.86
182035	-858	-3732	-7269.95
182038	-592	-9596	-7620.87
182042	-407	-14316	-8626.18
182046	-344	-16444	-9800.02
182049	-123	-11664	-10080.04
182053	-85	6472	-7597.45
182057	-272	-12272	-8299.56
182061	-897	-6424	-8022.04
182065	-679	-3308	-7316.66
182068	-268	-11052	-7877.87
182072	-578	-14568	-8883.36
182076	-336	-12572	-9437.51
182079	182	2092	-7707.47
182083	-259	-13200	-8532.01
182087	-828	-6524	-8233.62
182090	-688	-2780	-7417.92
182094	-442	-11768	-8071.56
182098	-489	-13820	-8935.49
182102	-229	-14732	-9805.94
182106	44	1052	-8177.13
182109	-329	-13432	-8966.48
182113	-900	-2900	-8058.81
182117	-917	3648	-6305.90
182120	-599	-9892	-6845.85
182124	-884	-8856	-7149.63
182128	-459	-9516	-7506.15
182131	374	-3972	-6974.75
182135	-325	-12172	-7755.17
182138	-916	-3560	-7129.01
182142	-874	4552	-5379.09
182147	-884	-8092	-5789.78
182150	-1010	-9124	-6293.35
182154	-432	-12060	-7159.45
182158	84	-3884	-6667.84
182161	-540	-10988	-7317.70
182165	-831	-2472	-6592.97
182168	-803	4960	-4862.75
182172	-745	-8368	-5390.44
182176	-1111	-5092	-5349.45
182179	-667	-9492	-5973.10
182183	426	-8188	-6304.25
182187	-490	-8664	-6660.29
182191	-755	340	-5612.82
182195	-511	4096	-4157.80
182198	-736	-6684	-4539.23
182202	-1212	616	-3769.04
182205	-741	-5800	-4076.20
182209	227	-6148	-4386.20
182213	-496	-7660	-4878.53
182216	-603	492	-4075.00
182220	-413	3300	-2969.81
182224	-691	-6436	-3492.09
182227	-951	1432	-2756.71
182232	-669	-4884	-3078.07
182235	67	-9952	-4108.94
182239	-730	-4728	-4203.66
182243	-112	-4188	-4201.69
182246	-174	-2256	-3910.43
182250	-435	-12040	-5130.97
182253	-520	1560	-4129.09
182257	-309	-6476	-4481.92
182261	21	-11300	-5504.56
182264	-705	-2100	-4996.27
182268	-202	-5528	-5076.55
182272	-34	-2912	-4752.01
182276	-104	-12088	-5852.67
182280	-355	2720	-4567.98
182283	-276	-8188	-5111.92
182287	-101	-11284	-6037.99
182291	-629	-2392	-5493.23
182294	79	-7124	-5737.58
182298	50	-5828	-5751.01
182301	-137	-13928	-6978.03
182305	-54	-7584	-7069.06
182309	-219	-9496	-7433.85
182312	-390	-12832	-8244.89
182317	-651	-1736	-7270.77
182320	-63	-6752	-7193.17
182324	-139	-4480	-6786.55
182328	29	-11548	-7500.67
182331	124	-9900	-7860.15
182335	-384	-7460	-7801.10
182339	-363	-11988	-8430.37
182342	-340	-764	-7281.57
182346	-97	-9648	-7636.79
182349	-345	-6984	-7540.04
182353	-256	-17104	-8975.29
182358	91	-9952	-9121.48
182361	-204	-12544	-9635.73
182365	-529	-15148	-10463.92
182369	-419	908	-8759.55
182372	47	-9784	-8913.06
182376	-301	-6288	-8520.07
182379	-97	-15552	-9575.19
182383	226	-13128	-10107.54
182387	-123	-12776	-10508.22
182390	-419	-13888	-11016.61
182394	-439	444	-9299.01
