490.41
381517	145	-21168	-8173.88
381520	-353	-15148	-8523.92
381524	-158	-176	-8107.13
381529	14	-11996	-8301.52
381532	6	-7108	-8241.82
381536	-531	-14684	-8565.44
381539	-111	-9352	-8605.19
381543	104	-17876	-9068.44
381547	-115	-15544	-9392.65
381550	183	744	-8885.12
381554	-274	-10980	-8990.65
381558	-240	-56	-8544.83
381561	-643	-3996	-8319.83
381565	-514	-5864	-8198.50
381569	-777	-6416	-8113.07
381573	-616	-12588	-8338.57
381577	556	-4208	-8129.93
381580	-555	-7048	-8077.94
381584	-115	1932	-7577.77
381587	-213	2020	-7098.69
381591	-842	-5320	-7012.16
381595	-566	2168	-6555.30
381598	-601	-9408	-6700.22
381602	248	-13256	-7027.30
381606	-338	-4372	-6895.82
381609	221	-768	-6588.59
381614	344	-2016	-6358.65
381617	-471	-14756	-6780.31
381621	260	-4116	-6646.35
381625	-108	-10716	-6850.25
381628	-301	-15404	-7279.08
381632	-187	-420	-6936.66
381635	116	-6088	-6893.78
381639	237	-7364	-6916.62
381643	-252	-15880	-7365.75
381646	461	-12860	-7638.71
381650	481	-17368	-8123.80
381655	-103	-14032	-8419.70
381658	38	2232	-7886.97
381662	-101	-10240	-8004.91
381665	-41	-7980	-8003.82
381669	-813	-5548	-7883.35
381673	-160	-11984	-8088.99
381676	-34	-21620	-8765.67
381680	-264	-13308	-8993.54
381683	334	-2036	-8644.39
381687	-363	-13412	-8884.15
381691	-308	-4632	-8672.42
381694	-906	2716	-8106.44
381699	-902	-5916	-8000.35
381703	-632	-13176	-8261.53
381706	-681	-9868	-8344.44
381710	344	-5956	-8224.04
381714	-362	-7900	-8209.21
381717	-159	868	-7755.96
381721	-160	948	-7321.22
381724	-665	-6496	-7282.48
381728	-371	-2580	-7048.41
381732	-475	-8536	-7124.60
381735	-100	-10620	-7299.75
381740	-598	-5172	-7195.63
381743	353	-5924	-7130.71
381747	280	-8556	-7201.18
381751	-442	-13304	-7508.00
381754	366	-2948	-7278.61
381758	86	-17096	-7769.23
381762	-328	-14244	-8094.22
381765	-409	-2660	-7824.06
381769	233	-11452	-8004.79
381772	326	-9276	-8067.12
381776	-354	-15556	-8442.57
381780	458	-7604	-8398.90
381784	496	-22460	-9099.60
381788	-46	-14840	-9386.75
381792	-61	756	-8879.84
381795	-52	-12388	-9055.40
381799	30	-4436	-8824.32
381802	-912	-9168	-8844.97
381806	-316	-10176	-8912.42
381810	14	-14412	-9187.34
381813	-310	-14476	-9452.95
381817	132	1300	-8914.93
381820	-330	-9920	-8966.44
