143446	-241	936	-7546.40
143450	161	-3984	-7189.43
143453	194	-17284	-8198.19
143457	-14	1048	-7273.61
143460	-309	-6536	-7200.96
143464	132	-16416	-8122.11
143468	169	20	-7307.29
143471	256	-3916	-6967.24
143475	4	-8568	-7127.30
143478	298	-20576	-8471.10
143482	686	-9748	-8596.94
143486	297	-17340	-9470.18
143490	4	-16592	-10182.34
143494	241	3016	-8861.86
143497	286	-13824	-9357.04
143501	-382	-5140	-8936.71
143505	-352	-9652	-9009.19
143508	25	-16148	-9722.98
143512	-408	-5652	-9316.99
143516	-347	-13968	-9783.34
143519	636	-504	-8853.11
143523	-133	-14244	-9392.56
143526	-630	2236	-8231.97
143531	-27	3072	-7101.65
143535	-65	-9540	-7345.78
143538	-678	2656	-6348.04
143542	-523	-6972	-6411.85
143545	476	-7868	-6555.75
143549	-2	-1596	-6059.78
143553	43	-4248	-5878.45
143556	179	-1692	-5459.16
143560	306	-19540	-6866.42
143563	521	-10124	-7190.30
143567	-34	-9284	-7399.76
143571	-160	-15416	-8201.96
143575	223	2868	-7093.96
143579	297	-14536	-7837.36
143582	-259	-8620	-7916.56
143586	-243	-8108	-7936.36
143590	217	-15656	-8707.54
143593	-146	-14700	-9307.31
143597	-319	-16928	-10070.24
143601	466	268	-9034.74
143604	14	-14256	-9556.82
143608	-662	-5784	-9181.32
143612	-485	3332	-7931.74
143616	-208	-9768	-8116.30
143620	-831	-4444	-7751.31
143623	-532	-14804	-8458.50
143627	831	-8172	-8427.60
143631	-101	-3864	-7971.61
143634	-332	1924	-6983.24
143638	182	-3312	-6615.63
143641	141	-16960	-7649.56
143645	-164	1524	-6732.79
143649	-433	-7760	-6836.68
143652	96	-15060	-7658.67
143656	-77	-476	-6940.61
143660	169	-3712	-6616.99
143664	101	-7736	-6728.62
143668	385	-20248	-8079.17
143671	754	-6300	-7898.54
143675	237	-16888	-8796.84
143679	3	-16344	-9551.55
143682	384	3068	-8288.21
143686	209	-14120	-8870.83
143689	-412	-4792	-8464.43
143693	-275	-10340	-8652.73
143697	107	-15144	-9301.47
143700	-311	-6168	-8989.24
143705	-224	-14400	-9531.12
143709	570	908	-8485.16
143712	-17	-14748	-9111.50
143716	-531	-784	-8280.19
143719	-410	2472	-7206.44
143723	-331	-11700	-7656.69
143727	-845	3368	-6557.27
143730	-507	-8748	-6778.16
143734	803	-4988	-6596.98
143737	44	-2128	-6149.92
143741	-144	-1932	-5728.52
143746	308	-696	-5223.88
143749	331	-19356	-6635.90
143753	102	-4984	-6470.44
143756	-201	-8368	-6660.92
143760	182	-13924	-7386.73
143764	143	1236	-6523.95
143767	314	-10376	-6908.02
143771	105	-6896	-6906.54
143775	408	-17252	-7939.61
143778	783	-15620	-8704.83
143782	135	-14428	-9276.79
143787	17	-16700	-10019.04
143790	353	3712	-8644.35
143794	178	-15736	-9353.04
143797	-439	-7788	-9198.11
143801	-262	-16556	-9934.61
143805	206	-12476	-10188.01
143808	-84	-13076	-10477.11
143812	-81	-15272	-10956.82
143816	539	5448	-9314.39
143819	90	-13612	-9743.83
143823	-609	-3232	-9094.29
143827	-536	-6404	-8827.19
143831	-413	-7456	-8691.93
143835	-870	-1632	-7988.29
143838	-339	-13560	-8546.68
143842	731	-904	-7780.44
143846	-117	-3860	-7388.81
143849	-420	2116	-6439.84
143853	181	3196	-5475.77
143856	16	-15564	-6484.54
143860	-377	1944	-5642.70
143864	-349	-6004	-5680.09
143867	296	-15900	-6701.01
143872	-140	604	-5970.89
143875	103	-3764	-5749.74
143879	198	-8924	-6066.63
143883	478	-19856	-7443.85
143886	649	-9516	-7648.72
143890	87	-9040	-7787.62
143893	66	-16280	-8636.62
143897	402	2884	-7483.47
143901	107	-12952	-8029.94
143904	-313	-5672	-7795.27
143908	-83	-8700	-7885.97
143911	121	-15144	-8611.34
143916	-338	-16252	-9376.92
143920	-147	-14368	-9876.43
143923	586	256	-8861.08
143927	-149	-15472	-9522.57
143931	-701	1052	-8467.64
143934	-399	3176	-7304.71
143938	-286	-9588	-7533.81
143941	-897	-6192	-7402.86
143945	-635	-6960	-7360.86
143949	673	-6268	-7249.76
143952	-134	-5432	-7068.46
143956	-417	-2432	-6605.94
143961	104	700	-5874.88
143964	146	-11756	-6462.47
143968	16	-6860	-6502.18
143971	-363	-6944	-6547.67
143975	55	-15312	-7423.95
143979	176	-320	-6712.92
143982	348	-13284	-7368.78
143986	152	-8984	-7529.89
143989	348	-19124	-8688.05
143993	626	-17524	-9569.95
143997	279	-15292	-10141.15
144001	-17	-16672	-10794.31
144005	191	1156	-9598.77
144009	302	-14768	-10114.60
144012	-190	-8484	-9952.23
144016	-226	-13856	-10343.21
144020	282	-17076	-11015.48
144023	36	-15092	-11423.00
144027	-16	-15908	-11871.54
144031	548	1584	-10524.02
144034	31	-16148	-11086.30
144038	-773	796	-9900.16
144043	-210	872	-8823.70
144046	8	-11424	-9083.69
144050	-945	2892	-7888.68
144053	-472	-9196	-8021.11
144057	750	-3732	-7590.17
144061	-169	-6916	-7523.36
144064	-531	476	-6725.34
144068	144	2984	-5754.02
144071	287	-9524	-6129.98
144075	-33	-2620	-5779.07
144078	-433	-5280	-5730.72
144082	293	-15480	-6704.60
144087	248	624	-5970.84
144090	261	-10928	-6465.62
144094	217	-7908	-6609.27
144098	79	-14240	-7372.06
144101	465	-12932	-7926.38
144105	255	-14508	-8583.85
144108	75	-17492	-9474.40
144112	448	2320	-8293.35
144116	364	-16580	-9121.03
144119	-343	-8924	-9102.56
144123	-347	-3128	-8506.04
144128	-50	-14328	-9088.42
144131	-285	-14480	-9628.86
144135	-136	-16308	-10297.14
144139	479	-2340	-9499.70
144142	-100	-10532	-9603.29
144146	-608	-1580	-8802.60
144149	-272	-3596	-8282.92
144153	-57	-10548	-8509.58
144157	-799	-956	-7757.10
144160	-463	-13404	-8323.46
144164	862	-12036	-8692.39
144168	-107	-2844	-8107.93
144172	-346	1216	-7177.10
144176	240	4276	-6031.14
144179	165	-15020	-6929.43
144183	-216	2452	-5991.87
144187	-508	-6604	-6054.91
144190	219	-16712	-7119.83
144194	128	-864	-6493.90
144197	227	-7472	-6590.90
144201	218	-4968	-6428.02
144205	224	-18276	-7612.01
144208	544	-10056	-7854.45
144212	136	-12248	-8293.44
144217	-39	-16728	-9137.07
144220	372	3512	-7870.82
144224	448	-16280	-8710.53
144227	-331	-9116	-8752.27
144231	-237	-8620	-8739.68
144235	298	-17768	-9641.44
144238	-134	-15736	-10251.38
144242	-213	-14952	-10722.02
144246	425	236	-9624.69
144249	-171	-11764	-9839.23
144253	-542	-3828	-9239.57
144258	-209	2368	-8079.76
144261	12	-12976	-8569.34
144265	-713	-3992	-8113.53
144268	-304	-10936	-8396.87
144272	812	-9356	-8489.86
144276	-138	-5248	-8166.05
144279	-366	2416	-7109.16
144283	106	236	-6374.36
144286	44	-12448	-6981.56
144290	-340	4316	-5852.72
144294	-503	-7948	-6064.06
144297	226	-15868	-7043.64
144302	82	-840	-6422.98
144305	234	-14632	-7243.04
144309	103	-8800	-7398.46
144313	188	-19692	-8627.14
144316	532	-7476	-8510.11
144320	193	-15432	-9201.78
144324	-80	-16716	-9953.49
144327	263	2832	-8673.99
144331	297	-14612	-9266.99
144334	-252	-7500	-9091.20
144338	-376	-13436	-9526.69
144343	95	-18244	-10398.00
144346	39	-10368	-10394.86
144350	-150	-14660	-10821.78
144354	419	2840	-9454.09
144357	-71	-14388	-9947.74
144361	-620	-276	-8982.24
144365	-502	-1044	-8190.22
144368	-30	-15988	-8970.11
144372	-715	2564	-7818.62
144375	-305	-9568	-7994.66
144379	870	-5804	-7773.25
144384	-68	-8912	-7887.37
